Lat,Lon,AQI,CO,NH3,NO2,O3,PM10,PM2.5,SO2
33.7454,-84.1316,2,480.65,2.69,58.26,48.64,18.13,13.76,3.64
37.2153,-93.2982,2,223.64,0.82,2.79,91.55,1.81,1.48,0.9
34.9745,-92.0165,2,247.0,0.82,3.94,86.55,4.45,3.98,0.61
35.1894,-114.053,3,196.93,0.35,0.51,114.44,20.08,9.6,0.55
40.8351,-73.1312,2,243.66,0.5,9.77,94.41,2.15,1.54,1.62
-32.035,-52.0986,1,330.45,0.97,9.17,47.92,4.72,1.94,0.84
32.5185,-92.1476,2,257.02,1.38,11.48,92.98,5.37,4.47,4.17
42.0773,-71.6295,1,357.15,1.41,31.19,42.2,5.99,4.52,0.51
31.8469,-81.5959,2,226.97,0.3,2.16,76.53,2.71,2.24,0.84
40.6501,-73.9496,2,357.15,2.41,41.81,47.92,6.47,3.79,8.35
39.0911,-94.4155,2,247.0,1.17,9.6,90.84,3.89,3.34,5.66
19.7167,-98.4167,2,168.56,0.67,1.5,67.95,1.91,1.5,0.29
42.8509,-72.5579,2,213.62,0.25,2.91,68.67,1.05,0.93,0.09
39.0018,-76.6875,2,290.39,1.16,18.85,62.94,4.58,2.78,0.97
27.5064,-99.5075,2,226.97,0.45,1.8,94.41,12.47,5.22,0.75
44.6497,-93.2427,2,226.97,1.49,3.3,94.41,4.86,4.08,1.36
28.4167,-100.7667,2,213.62,0.57,2.38,91.55,6.64,2.85,3.67
33.5017,-117.6626,3,220.3,0.17,2.72,104.43,8.08,4.55,0.94
38.5828,-90.6629,2,230.31,0.46,2.79,80.82,1.74,1.41,2.47
33.9926,-83.7202,2,270.37,3.42,10.28,77.25,9.32,6.57,0.5
32.9482,-96.7297,2,320.44,1.68,23.99,82.97,5.93,4.65,2.92
32.9346,-97.2517,3,253.68,0.93,8.65,114.44,5.87,4.93,3.93
25.7634,-80.3731,2,236.99,0.55,9.34,95.84,14.97,4.07,1.62
39.6478,-104.9878,2,190.26,0.35,3.9,77.25,2.17,1.46,0.85
20.3333,-104.5,1,201.94,0.38,0.33,53.64,2.61,2.38,0.12
22.7333,-102.3667,2,195.27,0.56,1.39,69.38,1.95,1.52,0.3
19.4667,-97.6833,1,156.88,0.46,0.96,52.21,1.94,1.73,0.12
11.9566,-85.9636,4,467.3,0.0,6.77,24.68,53.71,51.09,23.13
45.4462,-122.6393,2,220.3,0.1,1.14,69.38,0.84,0.5,0.23
36.869,-94.368,2,223.64,2.66,3.47,90.12,3.08,2.22,1.36
42.3754,-72.5192,2,243.66,0.55,9.68,65.09,1.7,1.25,0.21
40.4417,-79.882,1,330.45,1.06,25.36,35.41,5.33,4.09,1.03
41.4739,-81.5371,2,270.37,0.6,21.42,65.09,6.82,5.96,4.17
30.8207,-88.0706,2,250.34,0.6,3.56,87.26,3.8,3.17,2.0
-23.7869,-54.2836,2,460.63,3.1,3.6,43.27,12.7,12.07,0.18
18.035,-66.8499,1,176.91,0.73,0.16,23.6,0.69,0.5,0.12
33.8982,-84.2833,2,293.73,1.6,15.94,79.39,7.88,5.56,4.11
42.4251,-71.0662,2,440.6,1.19,45.93,19.85,9.06,6.32,1.16
41.824,-71.4128,1,350.48,1.03,29.82,47.21,9.59,6.82,1.74
16.8833,-95.0333,2,205.28,0.14,0.57,64.37,4.15,4.05,0.22
19.1736,-98.2333,2,247.0,1.19,6.6,87.26,2.94,2.12,1.68
26.2712,-80.2706,3,216.96,0.23,3.04,100.14,12.44,3.24,0.67
37.8092,-85.4669,2,293.73,1.17,15.08,83.69,13.3,11.12,2.8
20.9167,-97.6833,2,240.33,0.21,1.54,80.82,6.67,6.38,1.71
30.0035,-91.8187,3,297.07,1.19,12.68,103.0,7.51,6.95,1.71
47.4272,-92.9377,2,226.97,1.19,2.27,92.98,6.11,5.5,1.94
40.3978,-105.075,2,168.56,0.25,1.23,77.96,1.22,0.79,0.05
30.4383,-84.2807,2,247.0,0.91,2.04,77.96,4.37,4.01,0.49
41.0998,-80.6495,2,263.69,0.53,9.85,77.96,8.04,6.97,3.1
40.5247,-111.8638,2,407.22,3.36,53.47,16.81,8.54,6.88,3.16
35.1495,-90.049,2,290.39,1.24,19.02,70.1,8.87,7.89,1.59
40.5865,-122.3917,2,206.95,0.06,0.53,94.41,0.54,0.5,0.03
21.0167,-102.35,2,200.27,2.15,1.41,81.54,4.44,3.78,0.81
32.8886,-80.0075,2,236.99,0.59,4.41,74.39,2.83,2.36,1.28
45.4167,11.0333,2,243.66,1.06,2.44,60.08,5.49,5.27,0.12
44.8041,-93.1669,2,243.66,1.76,9.51,88.69,4.99,4.21,3.43
19.1914,-99.4669,3,290.39,0.97,5.74,110.15,12.63,10.24,6.26
29.0283,-81.3031,2,211.95,0.14,1.59,84.4,5.4,1.88,0.68
18.1397,-67.1274,1,198.6,0.66,0.21,30.4,0.8,0.5,0.18
33.8895,-118.1598,3,317.1,1.19,26.39,117.3,18.04,13.05,12.64
38.5925,-90.3573,2,283.72,1.14,14.4,87.98,5.28,4.14,8.46
15.7432,-96.4661,1,277.04,0.13,0.61,47.92,8.08,7.56,0.18
40.66,-111.9963,2,180.24,0.24,4.37,69.38,1.27,0.54,1.59
39.2507,-76.5205,2,283.72,1.24,15.42,67.23,4.03,2.69,1.3
40.3084,-88.1559,2,236.99,1.19,6.26,90.12,2.92,2.68,1.3
32.5333,-117.0167,2,230.31,0.24,3.6,82.97,9.55,3.1,0.4
37.5202,-122.2758,2,226.97,0.27,3.51,72.24,2.58,1.21,1.18
40.732,-73.1857,2,283.72,0.95,17.99,77.96,3.61,2.53,1.85
40.7967,-81.5215,2,283.72,1.92,12.51,67.23,8.07,6.36,2.21
43.6954,-116.354,2,198.6,0.23,0.39,75.82,0.6,0.5,0.01
29.6938,-95.6649,4,293.73,1.22,13.54,141.62,10.59,9.57,6.44
38.8329,-76.9594,1,327.11,1.62,25.02,53.64,5.05,3.73,1.83
41.2901,-73.9204,2,240.33,0.43,8.23,80.82,2.3,1.82,1.88
27.8661,-82.3265,2,226.97,0.47,5.14,97.28,7.13,2.74,0.86
35.5067,-97.7625,3,223.64,0.98,1.67,103.0,5.22,4.65,2.18
29.9913,-93.9585,2,270.37,1.05,11.48,98.71,6.25,5.73,5.9
43.5945,-83.8889,2,300.41,1.27,10.2,85.12,12.54,11.56,1.71
37.581,-77.4069,1,297.07,1.0,15.77,46.49,4.47,3.94,0.71
38.7714,-90.3709,2,307.08,1.27,19.19,92.98,7.03,5.54,9.78
27.5803,-80.3867,2,206.95,0.13,1.03,91.55,10.1,2.44,0.53
37.948,-122.0608,3,226.97,0.62,5.83,103.0,3.84,2.99,4.17
20.9333,-89.0167,2,250.34,0.12,1.61,90.12,8.21,5.81,0.17
17.6833,-99.65,1,181.91,0.59,2.01,55.08,6.7,5.84,0.48
42.593,-82.3885,2,317.1,1.58,17.65,72.24,13.1,10.98,7.21
30.1897,-82.6393,2,230.31,0.59,2.74,78.68,2.74,2.38,0.86
32.5667,-116.6333,3,330.45,0.9,10.63,104.43,8.54,5.35,4.47
39.7661,-105.0772,2,170.23,0.23,2.12,72.96,1.62,1.11,0.21
36.8611,10.3316,2,250.34,0.29,2.21,80.82,21.82,11.66,1.94
28.0345,-80.5887,2,206.95,0.1,0.78,94.41,7.38,1.91,0.51
35.8656,-101.9732,2,205.28,1.03,0.72,97.28,8.64,6.97,1.03
44.4001,-79.6663,1,350.48,2.31,13.54,54.36,3.58,2.29,1.8
20.0833,-99.2167,2,163.56,0.37,0.64,67.23,0.95,0.74,1.46
36.1632,-82.831,1,250.34,3.14,9.51,52.93,4.09,3.17,0.35
41.3137,-81.5085,2,473.98,1.84,50.72,19.31,14.37,11.67,4.53
43.0495,-88.0076,2,253.68,0.97,7.11,85.12,4.9,4.28,2.53
19.4167,-98.1667,2,181.91,0.55,2.96,60.08,1.83,1.67,0.14
30.5188,-87.2728,2,260.35,0.8,9.0,70.81,4.99,4.29,1.86
52.7667,-0.3833,1,213.62,1.28,7.45,41.84,3.22,1.66,0.82
30.4091,-89.0436,2,240.33,0.38,2.87,77.96,4.26,3.85,1.28
26.9,-101.4167,2,213.62,0.31,1.37,81.54,1.47,0.9,0.38
40.7298,-73.2104,2,293.73,1.0,20.05,72.96,3.45,2.25,1.54
35.1168,-80.7237,2,403.88,2.01,45.93,25.39,9.46,7.12,3.52
16.8,-93.2667,1,220.3,0.35,1.0,36.12,0.99,0.87,0.06
46.0646,-118.343,2,216.96,0.3,1.0,70.1,0.72,0.5,0.29
41.6681,-87.7964,2,300.41,1.49,23.31,74.39,7.16,4.39,6.44
43.0881,-70.7362,1,280.38,0.53,15.42,58.65,2.6,1.92,0.38
41.0054,-74.2907,2,233.65,0.43,5.27,75.1,2.05,1.47,0.09
29.2858,-81.0559,2,211.95,0.14,1.52,87.98,5.98,1.99,0.83
29.8458,-90.1067,2,323.77,1.6,23.65,90.84,6.91,6.17,5.84
-32.4766,-61.5804,1,480.65,3.45,5.57,44.35,5.71,5.03,0.61
31.0982,-97.3428,3,226.97,0.88,2.68,103.0,3.69,3.41,0.81
40.3281,-79.6153,2,427.25,1.82,40.1,26.46,8.38,6.36,1.82
25.6707,-80.4012,3,223.64,0.3,5.31,100.14,13.49,3.7,1.01
41.52,-88.2017,2,220.3,0.9,3.6,95.84,3.1,2.5,1.73
28.6194,-81.4426,2,213.62,0.19,1.8,85.83,5.51,1.68,0.56
42.4165,-122.8345,2,205.28,0.08,0.25,62.23,0.59,0.5,0.03
11.65,78.1667,3,747.68,12.79,18.85,7.6,50.61,41.53,6.02
33.6357,-96.6089,2,226.97,0.71,2.14,98.71,4.07,3.78,1.33
45.3055,-93.7941,2,220.3,1.5,3.34,91.55,4.69,4.01,3.55
41.4859,-73.0507,2,226.97,0.33,4.46,80.11,2.22,1.76,0.31
42.3876,-71.0995,3,574.11,2.82,71.97,2.57,14.37,10.58,4.05
17.9841,-66.1138,1,193.6,0.48,0.22,31.11,1.25,0.5,0.11
41.3072,-111.9602,2,173.57,0.17,2.12,76.53,0.92,0.5,0.07
-23.85,151.25,1,226.97,0.0,4.11,59.37,10.69,2.67,8.94
42.2668,-72.669,2,213.62,0.27,3.6,74.39,1.29,0.85,0.09
37.2698,-81.2223,2,213.62,0.02,3.17,85.12,4.84,4.17,2.21
42.2445,-83.1458,2,500.68,2.79,62.38,16.27,11.31,7.3,5.84
18.0667,-93.1667,1,223.64,0.3,0.41,34.69,1.09,0.82,0.14
42.0698,-87.7878,2,337.12,2.06,43.18,60.08,7.71,5.33,12.28
47.5001,-120.5015,1,205.28,0.02,1.13,59.37,0.52,0.5,0.09
39.2333,-95.0336,2,220.3,0.94,2.7,98.71,4.08,3.73,5.19
36.3126,-95.6161,3,233.65,0.85,5.91,101.57,3.13,2.68,2.21
27.7903,-97.6689,3,220.3,0.34,3.43,101.57,11.34,4.05,1.64
38.0291,-121.9616,3,210.29,0.34,1.24,107.29,1.2,1.05,0.24
41.7354,-70.1939,2,216.96,0.14,0.96,91.55,1.28,0.8,0.72
41.7798,-71.4373,1,363.83,1.35,34.62,48.64,8.68,6.7,2.77
35.1981,-111.6513,2,150.2,0.21,0.22,86.55,3.94,1.74,0.08
19.8333,-98.0333,1,176.91,0.36,4.03,42.92,1.94,1.68,0.27
39.7973,-84.3113,2,273.71,1.39,9.0,63.66,8.11,5.98,0.52
21.0,-99.9167,2,156.88,0.33,0.36,60.8,0.81,0.65,0.07
37.1305,-121.6544,3,233.65,0.71,6.43,114.44,4.5,3.24,2.74
20.0167,-103.5333,2,236.99,1.62,6.43,71.53,7.7,6.73,1.18
19.1194,-98.1708,2,383.85,2.44,16.79,75.82,4.91,3.31,7.57
41.0037,-80.347,2,247.0,0.55,8.14,71.53,2.41,2.02,1.85
45.5248,-122.8109,2,216.96,0.06,0.68,67.95,0.81,0.5,0.1
33.229,-87.5772,2,220.3,0.62,2.83,67.95,3.38,2.52,1.62
25.6667,-97.8333,3,223.64,0.48,2.72,100.14,15.13,4.18,0.75
33.8658,-118.0831,3,317.1,1.19,26.39,117.3,18.04,13.05,12.64
40.6995,-99.0815,2,216.96,1.55,1.33,95.84,7.03,5.54,0.82
33.6409,-117.6031,3,257.02,0.7,8.57,117.3,11.91,8.14,3.73
51.9997,-0.9878,1,208.62,1.11,9.68,28.97,3.2,1.86,0.78
38.9796,-76.5305,2,307.08,1.19,23.65,60.8,5.34,3.44,1.89
39.9556,-86.0139,2,440.6,2.0,40.78,60.08,17.26,14.58,5.78
43.6629,-116.6874,2,210.29,0.28,0.74,77.96,0.54,0.5,0.01
43.2165,-123.3417,2,216.96,0.18,0.61,62.23,0.71,0.5,0.05
26.8176,-80.082,2,208.62,0.14,1.33,98.71,11.73,2.77,0.51
38.0044,-122.2989,3,210.29,0.43,0.94,101.57,1.68,1.42,0.24
32.6732,-97.4606,3,233.65,0.8,4.2,108.72,4.51,3.97,2.33
41.5547,-88.0987,2,233.65,0.87,8.91,91.55,3.34,2.77,4.05
34.7787,-82.3101,2,353.81,1.41,23.65,65.09,6.87,5.78,1.54
38.1074,-122.5697,2,208.62,0.34,1.02,90.84,0.95,0.68,0.2
41.9173,-87.8956,2,307.08,1.44,30.16,67.95,5.92,4.05,10.13
41.5628,-83.6538,2,267.03,1.6,11.48,62.94,3.91,2.86,0.36
34.2695,-118.7815,4,287.06,0.0,5.36,145.91,21.94,18.86,2.92
45.2505,-93.2508,2,243.66,1.65,7.63,91.55,5.41,4.54,2.65
20.5167,-103.4167,2,383.85,2.44,3.64,94.41,18.83,16.37,6.86
38.5614,-89.8973,2,270.37,0.79,12.0,98.71,7.26,5.68,10.73
40.852,-73.154,2,243.66,0.5,9.77,94.41,2.15,1.54,1.62
44.9901,-123.0262,2,220.3,0.13,0.48,68.67,0.8,0.5,0.07
25.55,-103.4333,2,203.61,1.14,4.11,69.38,4.45,1.58,0.73
18.4275,-67.1541,1,198.6,0.0,0.19,34.69,1.16,0.5,0.15
34.1064,-117.5931,3,400.54,1.27,25.02,120.16,39.06,32.91,4.71
20.3652,-103.8222,2,277.04,8.23,1.8,76.53,11.59,10.3,2.77
52.5,-2.0833,1,205.28,1.08,6.51,35.41,3.01,1.46,0.81
40.8,-96.667,2,216.96,1.09,1.69,98.71,5.11,4.39,1.04
27.0531,-82.4243,3,216.96,0.3,2.51,110.15,8.88,3.32,1.21
35.1186,-120.5907,2,208.62,0.09,0.77,94.41,6.1,2.07,0.52
42.32,-89.0582,2,223.64,0.69,2.64,97.28,3.78,3.32,3.46
29.7783,-95.1719,3,280.38,0.99,20.39,100.14,8.3,7.19,12.04
37.3043,-77.2872,1,310.42,1.05,20.22,58.65,4.85,4.22,1.24
32.2163,-80.7526,2,230.31,0.43,2.29,84.4,2.81,2.5,1.12
32.7562,-91.8724,2,240.33,0.97,3.77,85.12,5.57,4.96,1.59
40.6804,-73.4551,2,267.03,0.79,16.97,80.82,5.32,1.71,1.48
39.5539,-104.9694,2,186.92,0.27,1.44,80.82,2.32,1.43,0.34
37.4283,-121.9066,2,280.38,1.17,13.88,97.28,7.67,4.97,3.76
46.358,-94.2008,2,216.96,1.87,1.56,90.12,4.39,3.82,1.3
41.7015,-71.1551,2,263.69,0.55,11.65,60.8,3.33,2.19,1.06
39.563,-95.1216,3,220.3,0.95,2.31,100.14,4.3,3.94,4.71
53.1333,-1.2,1,223.64,1.0,14.91,30.4,3.84,2.27,2.21
35.2045,-89.874,2,233.65,0.71,3.43,66.52,4.25,3.08,0.6
29.9602,-90.2156,2,293.73,1.05,19.54,91.55,6.97,6.07,4.77
16.9542,-96.4792,2,171.9,0.18,0.58,67.95,0.61,0.5,0.31
39.3943,-76.5236,2,283.72,1.24,15.42,67.23,4.03,2.69,1.3
35.4894,-120.6707,2,196.93,0.2,0.43,97.28,1.97,0.96,0.13
19.0669,-96.8442,1,240.33,1.27,5.74,44.7,10.14,9.18,1.1
35.3842,-97.7245,3,223.64,0.96,1.41,105.86,5.51,4.95,2.15
43.1334,-80.2664,2,277.04,2.95,9.77,65.8,6.02,4.56,3.64
28.4769,-82.5255,2,216.96,0.23,1.46,90.84,4.83,1.87,0.82
40.6912,-73.5632,2,267.03,0.79,16.97,80.82,5.32,1.71,1.48
19.7139,-99.2244,2,208.62,0.02,7.71,87.98,8.29,7.15,54.84
44.8755,-91.9193,2,216.96,1.44,2.16,90.84,2.86,2.51,1.97
27.9597,-81.9501,3,226.97,0.46,5.1,100.14,7.72,2.92,1.07
33.9609,-118.0417,3,317.1,1.19,26.39,117.3,18.04,13.05,12.64
47.7568,-122.281,2,236.99,0.18,2.79,71.53,0.95,0.5,0.8
27.1678,-80.2662,2,210.29,0.18,1.93,92.98,11.23,2.74,0.55
19.0833,-102.35,2,310.42,2.57,4.54,70.81,17.34,15.69,1.18
45.0861,-93.2633,2,250.34,1.74,9.17,90.12,5.43,4.58,2.56
39.3384,-76.4797,2,283.72,1.24,15.42,67.23,4.03,2.69,1.3
41.5875,-109.2029,2,181.91,0.41,2.23,65.09,4.64,1.1,0.04
33.9375,-117.2306,3,290.39,0.75,11.65,121.59,16.22,12.37,3.93
39.9404,-82.0132,2,250.34,0.82,7.03,67.23,4.01,3.42,0.6
41.6005,-93.6091,3,233.65,1.3,2.64,101.57,6.45,5.81,2.09
41.5067,-90.5151,2,236.99,0.98,3.77,86.55,2.13,1.88,0.65
26.0032,-80.2239,2,223.64,0.33,4.97,98.71,13.42,3.54,1.0
35.412,-99.4043,2,213.62,1.09,1.15,95.84,5.49,4.53,1.94
35.4737,-81.2545,1,273.71,1.57,8.82,57.94,4.81,3.15,0.44
35.3501,-80.2001,1,236.99,1.87,4.37,59.37,4.45,3.06,0.34
32.3669,-81.3332,2,226.97,0.35,1.46,79.39,3.07,2.66,0.78
43.6666,-92.1002,2,213.62,1.36,1.04,95.84,2.76,2.45,1.65
44.9001,-76.0161,2,236.99,0.76,2.38,66.52,0.82,0.69,0.28
34.0195,-118.4912,4,293.73,0.01,8.91,161.65,28.69,24.21,3.79
40.6804,-122.3708,2,198.6,0.04,0.33,86.55,0.54,0.5,0.01
32.5421,-97.3208,3,236.99,0.88,4.84,103.0,4.45,3.83,2.44
25.3366,-108.2574,2,200.27,0.11,0.12,76.53,6.1,3.46,0.19
37.2506,-83.1999,2,223.64,0.25,3.81,60.8,2.95,2.62,1.09
53.3925,-2.5802,1,210.29,0.8,11.82,38.27,2.81,1.66,3.87
41.3973,-73.6171,2,236.99,0.4,9.0,81.54,2.81,2.23,1.7
48.8534,2.3488,2,213.62,0.36,4.33,60.08,4.39,3.08,0.8
42.2249,-121.7817,2,198.6,0.13,0.45,72.96,5.26,5.22,0.01
30.4013,-91.0009,2,267.03,1.12,8.65,78.68,5.38,4.68,1.85
37.2001,-94.3502,2,223.64,1.66,3.04,94.41,3.08,2.54,1.59
47.8601,-122.2043,2,226.97,0.07,1.07,73.67,0.71,0.5,0.4
43.1001,-73.8496,2,196.93,0.11,0.72,64.37,0.72,0.5,0.01
42.4625,-83.1041,2,410.56,2.12,43.87,44.7,8.83,6.35,3.01
26.5,-100.1667,2,220.3,0.36,1.67,86.55,3.8,3.12,0.57
37.6922,-97.3375,3,230.31,1.0,3.26,107.29,4.89,4.33,1.58
37.3207,-79.2575,1,226.97,0.86,4.37,57.94,1.8,1.35,0.21
41.3581,-93.5574,2,220.3,1.19,1.11,92.98,4.36,3.97,1.51
19.6711,-99.1828,2,205.28,0.54,9.17,75.1,5.17,3.97,41.01
19.3278,-97.65,2,163.56,0.46,1.52,63.66,1.86,1.66,0.12
30.6803,30.9429,2,240.33,7.47,13.2,52.93,47.54,19.57,12.4
47.0166,-113.8009,2,195.27,0.11,0.74,71.53,0.51,0.5,0.01
25.8167,-100.5833,2,273.71,0.63,6.86,77.96,1.88,1.44,4.53
48.9465,-122.4521,2,247.0,0.52,4.28,65.09,1.54,1.0,1.83
53.45,-2.7333,1,216.96,0.87,12.85,38.98,3.04,1.85,2.68
53.45,-2.7333,1,216.96,0.87,12.85,38.98,3.04,1.85,2.68
